MMSI : 244918000
244918000,1,1515715203,48.344136666666664,-4.567055,90,69,0,0
244918000,1,1515715214,48.34428,-4.566416666666667,88,71,0,0
244918000,1,1515715223,48.34439,-4.565901666666667,86,73,0,0
244918000,1,1515715234,48.34451166666667,-4.565273333333334,85,74,0,0
244918000,1,1515715244,48.344606666666664,-4.564706666666667,83,76,0,0
244918000,1,1515715254,48.34469333333333,-4.564145,83,76,0,0
244918000,1,1515715264,48.34477,-4.563595,81,77,0,0
244918000,1,1515715273,48.344838333333335,-4.563046666666667,80,77,0,0
244918000,1,1515715283,48.34489666666666,-4.562561666666666,79,77,0,0
244918000,1,1515715294,48.34496333333333,-4.561975,78,77,0,0
244918000,1,1515715304,48.34502,-4.56145,76,76,0,0
244918000,1,1515715313,48.34507,-4.56098,76,75,0,0
244918000,1,1515715324,48.34513666666667,-4.560413333333333,75,74,0,0
244918000,1,1515715333,48.3452,-4.5599066666666666,74,72,0,0
244918000,1,1515715343,48.34526666666667,-4.559456666666667,73,70,0,0
244918000,1,1515715354,48.34535666666667,-4.558918333333334,72,70,0,0
244918000,1,1515715364,48.34545,-4.558431666666666,72,70,0,0
244918000,1,1515715373,48.34553,-4.558,71,71,0,0
244918000,1,1515715384,48.34562833333333,-4.55747,71,73,0,0
244918000,3,1515715393,48.345708333333334,-4.55699,71,74,0,0
244918000,3,1515715396,48.345708333333334,-4.55699,71,74,0,0
244918000,1,1515715403,48.34577,-4.556558333333333,70,74,0,0
244918000,1,1515715414,48.34583666666666,-4.556026666666667,70,74,0,0
244918000,1,1515715424,48.345893333333336,-4.555545,70,74,0,0
244918000,1,1515715433,48.34594666666667,-4.555115,70,73,0,0
244918000,1,1515715444,48.346021666666665,-4.554593333333333,70,71,0,0
244918000,1,1515715453,48.34609833333333,-4.554125,69,71,0,0
244918000,1,1515715463,48.34617333333333,-4.553706666666667,69,70,0,0
244918000,1,1515715474,48.346266666666665,-4.553196666666667,69,70,0,0
244918000,1,1515715484,48.346356666666665,-4.552735,69,71,0,0
244918000,1,1515715493,48.34643833333333,-4.5523283333333335,68,71,0,0
244918000,1,1515715504,48.34654333333334,-4.551828333333333,68,70,0,0
244918000,1,1515715513,48.346646666666665,-4.551376666666667,69,71,0,0
244918000,1,1515715523,48.346745,-4.550961666666667,70,73,0,0
244918000,1,1515715534,48.346855,-4.550443333333333,71,75,0,0
244918000,1,1515715544,48.346943333333336,-4.5499616666666665,72,77,0,0
244918000,1,1515715553,48.34701333333334,-4.549518333333333,72,77,0,0
244918000,1,1515715564,48.347095,-4.54897,73,77,0,0
244918000,1,1515715573,48.347166666666666,-4.548461666666666,74,76,0,0
244918000,1,1515715583,48.347228333333334,-4.548001666666667,75,75,0,0
244918000,1,1515715594,48.34730666666667,-4.547431666666666,76,74,0,0
244918000,1,1515715604,48.34738333333333,-4.5469083333333336,77,73,0,0
244918000,1,1515715613,48.34746,-4.546436666666667,77,73,0,0
244918000,1,1515715624,48.34755833333333,-4.545855,78,72,0,0
244918000,1,1515715633,48.347653333333334,-4.545326666666667,78,73,0,0
244918000,1,1515715644,48.347748333333335,-4.544793333333334,79,72,0,0
244918000,1,1515715654,48.347845,-4.5442583333333335,80,72,0,0
244918000,1,1515715664,48.34794333333333,-4.54372,80,72,0,0
244918000,1,1515715673,48.348035,-4.543235,80,73,0,0
244918000,1,1515715684,48.348146666666665,-4.54264,81,73,0,0
244918000,1,1515715693,48.348238333333335,-4.54215,81,74,0,0
244918000,1,1515715704,48.348346666666664,-4.541548333333333,81,74,0,0
244918000,1,1515715714,48.348441666666666,-4.540996666666667,81,74,0,0
244918000,1,1515715724,48.348533333333336,-4.540441666666666,82,75,0,0
244918000,1,1515715733,48.348615,-4.539943333333333,82,75,0,0
244918000,1,1515715744,48.348713333333336,-4.5393316666666665,82,74,0,0
244918000,1,1515715753,48.348795,-4.538826666666667,82,73,0,0
244918000,3,1515715764,48.348905,-4.538218333333333,82,72,0,0
244918000,3,1515715765,48.348905,-4.538218333333333,82,72,0,0
244918000,1,1515715772,48.349005,-4.537725,82,72,0,0
244918000,1,1515715784,48.34913,-4.537123333333334,82,72,0,0
244918000,1,1515715793,48.349235,-4.5366333333333335,82,72,0,0
244918000,1,1515715804,48.349363333333336,-4.536035,82,73,0,0
244918000,1,1515715813,48.34947,-4.535546666666667,82,74,0,0
244918000,1,1515715824,48.3496,-4.534953333333333,81,77,0,0
244918000,1,1515715832,48.349698333333336,-4.534466666666667,81,79,0,0
244918000,1,1515715844,48.349806666666666,-4.533871666666666,80,82,0,0
244918000,1,1515715853,48.34988166666667,-4.533386666666667,79,86,0,127
244918000,1,1515715863,48.349943333333336,-4.532846666666667,78,89,0,127
244918000,1,1515715873,48.349981666666665,-4.53231,77,91,0,0
244918000,1,1515715884,48.350008333333335,-4.531725,76,94,0,0
244918000,1,1515715892,48.35002166666666,-4.531248333333333,76,97,0,0
244918000,1,1515715903,48.35001666666667,-4.530725,75,99,0,0
244918000,1,1515715914,48.349985,-4.530155,74,102,0,0
244918000,1,1515715923,48.34994666666667,-4.529696666666666,74,104,0,0
244918000,1,1515715934,48.349895,-4.529138333333333,73,107,0,0
244918000,1,1515715944,48.349828333333335,-4.528641666666666,73,109,0,0
244918000,1,1515715952,48.34975333333333,-4.528201666666667,72,111,0,0
244918000,1,1515715963,48.34966166666667,-4.52772,72,112,0,0
244918000,1,1515715974,48.349538333333335,-4.527201666666667,72,112,0,0
244918000,1,1515715983,48.349435,-4.526776666666667,72,111,0,0
244918000,1,1515715994,48.34930666666666,-4.526255,72,111,0,0
244918000,1,1515716003,48.34919333333333,-4.525776666666666,73,111,0,0
244918000,1,1515716012,48.34910166666667,-4.52534,73,113,0,0
